Name;Type;Units  or  mass;Status;Launched;NORAD  ID;Deployer;Launcher;Organisation;Institution;Entity;Nation;Manufacturer;Operator;Launch  brokerer;Costs;Oneliner;Failure  cause;Keywords;Images
ThinSat;ThinSat;ThinSat  6T;?;?;?;?;?;Virginia  Space;Non-profit;Academic  /  Education;US;?;?;?;?;ThinSat  satellite  platform  for  educational  training.;?;Globalstar  or  Iridium  or  Inmarsat;['https://dl.airtable.com/v8ZbLfiCRJaKSbcJm8dR_thinsat4.png',  'https://dl.airtable.com/.attachments/5c8afa7002719d3b0c90b210c87418bb/a6cf672d/ThinSat-Alta-Devices.png']
ThinSat;ThinSat;ThinSat  6T;?;?;?;?;?;Virginia  Space;Non-profit;Academic  /  Education;US;?;?;?;?;ThinSat  satellite  platform  for  educational  training.;?;Globalstar  or  Iridium  or  Inmarsat;['https://dl.airtable.com/v8ZbLfiCRJaKSbcJm8dR_thinsat4.png',  'https://dl.airtable.com/.attachments/5c8afa7002719d3b0c90b210c87418bb/a6cf672d/ThinSat-Alta-Devices.png']
ThinSat;ThinSat;ThinSat  6T;?;?;?;?;?;Virginia  Space;Non-profit;Academic  /  Education;US;?;?;?;?;ThinSat  satellite  platform  for  educational  training.;?;Globalstar  or  Iridium  or  Inmarsat;['https://dl.airtable.com/v8ZbLfiCRJaKSbcJm8dR_thinsat4.png',  'https://dl.airtable.com/.attachments/5c8afa7002719d3b0c90b210c87418bb/a6cf672d/ThinSat-Alta-Devices.png']
Uguisu  (BIRDS-3);CubeSat;1U;Operational  (Last  JA0CAW  reports  from  2019-06-22  checked  on  2019-06-24);2019-04-17;44331;J-SSOD  (JEM  Small  Satellite  Orbital  Deployer);Antares;Kyushu  Institute  of  Technology;University;Academic  /  Education;Japan;AIVT  by  Kyushu  Institute  of  Technology;?;JAXA;?;Remote  Data  Collection  based  on  low  powered  LoRa  modulation  for  demonstration  of  remote  data  collection  plus  camera.;?;?;['https://dl.airtable.com/.attachments/a475feb7e84c20e0ed5bf542e27c9106/26db5f67/BIRDS-3.jpg',  'https://dl.airtable.com/.attachments/9193c10e4532c0c3c45f43ae055291eb/68f0dcbf/BIRDS-3_3.jpg',  'https://dl.airtable.com/.attachments/509543bc4d6654b154d7dd124ddf6762/4435c23d/BIRDS-3_2.jpg',  'https://dl.airtable.com/.attachments/1297712880d129241f1333e7f5247558/9b646360/BIRDS-3_5.jpg',  'https://dl.airtable.com/.attachments/314baf43d0090217388b6be3ecfa0922/d059dbb9/BIRDS-3_4.jpg',  'https://dl.airtable.com/.attachments/e4a3ff069ef42b66f8cfe5195ac7b5fa/16adab63/NepaliSat_Ravaana_Uguisu_2.jpg',  'https://dl.airtable.com/.attachments/abc9128b2d061deaddf66519b301957b/af6fd9bc/NepaliSat_Ravaana_Uguisu.jpg',  'https://dl.airtable.com/.attachments/308c5b7729226705aa1b3a16dbd0c17d/10f627d4/Uguisu_Space1.jpg',  'https://dl.airtable.com/.attachments/fd0a20085dc84683fd4752f7e5155bbd/875d5975/Uguisu_Space2.jpg']
VCC  (Virginia  Cubesat  Constellation);CubeSat;1U;?;?;?;?;?;University  of  Virginia;University;Academic  /  Education;US;?;?;NanoRacks;?;In-situ  quantification  of  atmospheric  drag  and  communicate  positions  across  constellation.;?;?;['https://dl.airtable.com/.attachments/db9019e0f02a906fb71188f465dc7abd/168e3f41/VCC_Aeternitas_Ceres_Libertas.jpg']
VCC  (Virginia  Cubesat  Constellation);CubeSat;1U;?;?;?;?;?;University  of  Virginia;University;Academic  /  Education;US;?;?;NanoRacks;?;In-situ  quantification  of  atmospheric  drag  and  communicate  positions  across  constellation.;?;?;['https://dl.airtable.com/.attachments/db9019e0f02a906fb71188f465dc7abd/168e3f41/VCC_Aeternitas_Ceres_Libertas.jpg']
VCC  (Virginia  Cubesat  Constellation);CubeSat;1U;?;?;?;?;?;University  of  Virginia;University;Academic  /  Education;US;?;?;NanoRacks;?;In-situ  quantification  of  atmospheric  drag  and  communicate  positions  across  constellation.;?;?;['https://dl.airtable.com/.attachments/db9019e0f02a906fb71188f465dc7abd/168e3f41/VCC_Aeternitas_Ceres_Libertas.jpg']
Falcon  ODE  (AFOTEC-1,  Falcon  Orbital  Debris  Experiment,  Air  Force  Operational  Test  and  Evaluation  Center,  SFERES,  Space  Fence  Evaluation  of  Radar  EffectivenesS);CubeSat;1U;Operational?  (No  public  news  found,  but  likely  operational);2019-05-03;44225;Maxwell  [Rocket  Lab];Electron;Air  Force  Academy;University;Academic  /  Education;US;?;?;Rocket  Lab;?;Evaluate  ground-based  tracking  of  space  objects  and  educational  mission.;?;?;['https://dl.airtable.com/.attachments/56349bae21f3aee7fa3af9e9ab1f7b50/7dbb7796/Falcon-ODE_SFERES_AFOTEC_2.png',  'https://dl.airtable.com/.attachments/f13089aefa0c5ea41a822b784448f6a2/160c21a8/Falcon-ODE_SFERES_AFOTEC.png']
SPARC-1  (Space  Plug  and  Play  Architecture  Research  CubeSat-1);CubeSat;6U;Operational  (News  from  Pumpkin  on  2019-05-05);2019-05-03;44226;Maxwell  [Rocket  Lab];Electron;Air  Force  Research  Laboratory  (AFRL);Military;Government  (Civil  /  Military);US;AIVT  by  The  University  of  New  Mexico  COSMIAC;The  University  of  New  Mexico  COSMIAC;Rocket  Lab;?;Demonstrate  Agile  Space  Radio  well  as  Space  Situational  Awareness  for  military  utility.;?;SSA-Space  Situational  Awareness;['https://dl.airtable.com/.attachments/2bdbe95f5f733677f84730294295689e/55d8b0ed/SPARC-1.jpg',  'https://dl.airtable.com/.attachments/48b06243b930f732acd02aa8c2578366/db5bf566/SPARC-1_2.png',  'https://dl.airtable.com/.attachments/6367fd6d3f5b6d5369862ded8465395e/e911c7f1/SPARC-1_3.jpg']
Tianqi;CubeSat;6U;?;?;?;?;?;Guodian  Gaoke;Company;Commercial;China;AIVT  by  Guodian  Gaoke;?;Expace;?;Demonstration  mission  for  IoT  constellation  to  launch  38  by  end  of  2020.;?;?;['https://dl.airtable.com/.attachments/c181dbf1a9da15ffd1b93fddd96e86b6/fa227302/Tianqi-Apocalypse.png']
Xiaoxiang-1  04  (Xiaoxiang-1  04  xing,  Louxing,  Lou  Xing,  Xiaoxiang  No.  04  star,  Tianyi-13,  TY-13);CubeSat;6U;Operational?  (Photos  from  Space  in  Spacety  social  media  post  on  Weibo  on  2019-06-13  last  checked  on  2020-01-01.);2019-06-05;44311?;Unknown;Long  March  11;Spacety;Company;Commercial;China;AIVT  by  Spacety;?;?;?;Full-color  miniature  remote  sensing  camera  and  deorbit  drag  sail.;?;De-orbit  device;['https://dl.airtable.com/.attachments/27603d2c5048c93c712354cfb531b5b6/1be29443/Xiaoxiang-1-03_3.jpg',  'https://dl.airtable.com/.attachments/60d8fffb0e850a95572ae9175281f18a/dcf73032/Xiaoxiang-1-04.jpg',  'https://dl.airtable.com/.attachments/729484c23bd4251caa8aa619d14c29b4/74ec9008/Xiaoxiang-1-03_2.jpg',  'https://dl.airtable.com/.attachments/40b9b6ca7f0bf25660c5345ebca4612e/0a980351/Xiaoxiang-1-04_2.jpg',  'https://dl.airtable.com/.attachments/5048cd086a5e2269e884607c6aeca7af/e1ee081f/Xiaoxiang-1-04_Space3.jpg',  'https://dl.airtable.com/.attachments/b223ab620ad62634b690e6403e760063/385e711e/Xiaoxiang-1-04_Space1.jpg',  'https://dl.airtable.com/.attachments/7154bfaa6c486065311a50ea39073a1a/7c8446c7/Xiaoxiang-1-04_Space2.jpg',  'https://dl.airtable.com/.attachments/084e624f955fb5c94b99947597e0a343/b556b69b/Xiaoxiang-1-04_Space4.jpg']
Armadillo  (Attitude  Related  Maneuvers  And  Debris  Instrument  in  Low  (L)  Orbit);CubeSat;3U;Operational  (At  least  beaconing  according  to  official  social  media  on  2019-06-28  checked  on  2019-09-24);2019-06-25;44352;P-POD  (Poly-Picosatellite  Orbital  Deployer);Falcon  Heavy;University  of  Texas;University;Academic  /  Education;US;?;?;?;?;Characterize  in-situ  sub-millimeter  level  dust  and  debris  particles  in  LEO.;?;Propulsion;['https://dl.airtable.com/.attachments/003365ef1a553fa4ec372ef02bb4827f/e4d57d07/Armadillo.jpeg',  'https://dl.airtable.com/.attachments/453a2eccfb72752344f62dfc772e849b/72c38baa/Armadillo_4.jpg',  'https://dl.airtable.com/.attachments/055488f707f4305b26fb2f9289abfc7e/255b352c/Armadillo_3.jpeg',  'https://dl.airtable.com/.attachments/109033b06bd0b6b1e56a5316b474eb18/8799c822/Armadillo_2.jpeg']
BricSat  2  (USNA-P1,  BricSat-2,  BRICSat-D,  Ballistic  Reinforced  Communication  Satellite,  PSat  B,  ParkinsonSat  B);CubeSat;1.5U;Operational  (Official  website  checked  on  2019-09-24);2019-06-25;44355;P-POD  (Poly-Picosatellite  Orbital  Deployer);Falcon  Heavy;US  Naval  Academy  Satellite  Lab;University;Academic  /  Education;US;?;?;?;?;Demonstrate  a  newly  designed  micro  propulsion  system.;?;Propulsion;['https://dl.airtable.com/.attachments/7dc0c92e65c5c1dda9f2ab3931ae1bc8/f31ac1dd/BricSat-2.png',  'https://dl.airtable.com/.attachments/8cd99db7fa80b3229a0cb72e249e844a/88bc0054/BRICSat-D.png']
CP9  (LEO,  Launch  Environment  Observer);CubeSat;2U;Operational  (Official  social  media  last  visited  on  2019-09-26);2019-06-25;44360;P-POD  (Poly-Picosatellite  Orbital  Deployer);Falcon  Heavy;California  Polytechnic  State  University;University;Academic  /  Education;US;?;?;?;?;Measure  and  record  in-situ  telemetry  data  from  within  the  P-POD  during  launch.;?;?;['https://dl.airtable.com/.attachments/61dc662537d740b57a5bb8d29de7b302/b5d98615/CP9-StangSat2.jpg',  'https://dl.airtable.com/246TihuLQoWP6Rk4IS9L_CP9.png',  'https://dl.airtable.com/.attachments/4c8a9f3f5f8c5e43eeb1c131db90b3ac/c0454a72/CP9-StangSat.jpg',  'https://dl.airtable.com/.attachments/238eb6e2f87410946d31498340f663ba/4a1adae4/CP9.jpg',  'https://dl.airtable.com/.attachments/b3bbc84c2fb3cd067ac789b561ab503d/26e6ff57/CP9-LEO_Space_Stangsat.jpg',  'https://dl.airtable.com/.attachments/9aaa98e084c09b982b762289a15d3425/e67f9b21/CP9_Space1.jpg',  'https://dl.airtable.com/.attachments/3342a21db56308979c81d1bd34b52a12/0c13aede/CP9-LEO_Space2.jpg',  'https://dl.airtable.com/.attachments/80ce6c252da785916396f4388e11aa28/44a33516/CP9-LEO_Space4_FalconHeavy.jpg',  'https://dl.airtable.com/.attachments/ec1fe1c19955e584feaf0bc9ed0d95e2/ad72f298/CP7_California2.jpg',  'https://dl.airtable.com/.attachments/85ab39a37bff6c4dc3cbbf606220c2bb/c551b4ed/CP9-LEO_Space3.jpg']
E-TBEx;CubeSat;3U;?;?;?;?;?;University  of  Michigan;University;Academic  /  Education;US;?;?;?;?;Study  how  the  dynamics  and  processes  in  the  troposphere  can  cause  variability  in  the  behavior  of  the  upper  atmosphere  and  ionosphere.  ;?;?;['https://dl.airtable.com/.attachments/ace3d8189c4f21106b68a324e388b603/278585bd/TBEx.gif',  'https://dl.airtable.com/.attachments/99815ee14d68b362a1eafbc11fcdc82c/4aeca190/TBEx-A.jpg',  'https://dl.airtable.com/OaM0s9yRJ7KEBFoKe6vQ_TBEx.jpg']
E-TBEx;CubeSat;3U;?;?;?;?;?;University  of  Michigan;University;Academic  /  Education;US;?;?;?;?;Study  how  the  dynamics  and  processes  in  the  troposphere  can  cause  variability  in  the  behavior  of  the  upper  atmosphere  and  ionosphere.  ;?;?;['https://dl.airtable.com/.attachments/ace3d8189c4f21106b68a324e388b603/278585bd/TBEx.gif',  'https://dl.airtable.com/.attachments/99815ee14d68b362a1eafbc11fcdc82c/4aeca190/TBEx-A.jpg',  'https://dl.airtable.com/OaM0s9yRJ7KEBFoKe6vQ_TBEx.jpg']
FalconSAT-7  (DOTSI,  Peregrine);CubeSat;3U;Operational?  (No  reports  found  as  of  2019-12-31);2019-06-25;44347;P-POD  (Poly-Picosatellite  Orbital  Deployer);Falcon  Heavy;Air  Force  Academy;University;Academic  /  Education;US;?;?;?;?;Solar  telescope  with  the  deployable  Peregrine  photon-sieve  optic. 
                                        ;?;Deployable  telescope;['https://dl.airtable.com/hGOq7WhzRZWUdpQcYtAa_FalconSat7_AutoB.jpeg',  'https://dl.airtable.com/.attachments/d438ebf5547756f331c91c8dc4db65b2/af12ee85/FalconSat7_1.jpg',  'https://dl.airtable.com/.attachments/1446361e950d6807f7535dc77a15aa1a/e64a698a/FalconSat7_2.jpg']
LightSail;CubeSat;3U;?;?;?;?;?;The  Planetary  Society;Non-profit;Academic  /  Education;US;?;?;?;?;Demonstrate  the  deployment  of  a  32  m2  solar  sail  from  a  3-unit  CubeSat  platform.;?;Solar  sail,  Propulsion;['https://dl.airtable.com/.attachments/0f895ea119eb28ee0cd661f7c4047221/ced5da4b/LightSail-2_2.jpg',  'https://dl.airtable.com/.attachments/990fffcdbcb1bae77eacce92a9a11355/fef01603/LightSail-2_Prox1.png',  'https://dl.airtable.com/.attachments/98d945685d5fb9e7ea5cbe295b8bf58e/db30d88d/Lightsail-2-ditl-19.jpg',  'https://dl.airtable.com/CvsnqavRiuinEkDF2ZG0_LightSail1_Build03.jpg',  'https://dl.airtable.com/.attachments/d37f03d8f9e68547a4c3225fdc2d94a9/649c6cd4/LightSail-2.jpg',  'https://dl.airtable.com/g4oUMDtSTSF26iVrlFkA_Lightsail2.jpg']
Prometheus  2;CubeSat;1.5U;?;?;?;?;?;USSOCOM  (US  Special  Operations  Command);Military;Government  (Civil  /  Military);US;AIVT  by  Los  Alamos  National  Laboratory  (LANL);?;?;?;Demonstrate  improved  CubeSat  platform.;?;?;['https://dl.airtable.com/.attachments/5e9314894f5a36fcde364fd9f4f98709/71fa77b7/Prometheus-2.png',  'https://dl.airtable.com/cv5jjWA8Q4anxWBkX9LG_Prometheus_Auto9.jpeg',  'https://dl.airtable.com/.attachments/5b84de7acaea784d1d9471d0e2be09ef/6b57c03e/DARPA-Astra-Prometheus-ARCE_3.jpg',  'https://dl.airtable.com/.attachments/6f1dfcd453b44e4fb6b0dc84fcf26ddb/69170307/DARPA-Astra-Prometheus-ARCE_2.jpg',  'https://dl.airtable.com/.attachments/a2b98745119c84ae061de4fb63e76569/379609c6/DARPA-Astra-Prometheus-ARCE_1.jpg',  'https://dl.airtable.com/.attachments/1eb4c42be489a14ce097943ee6914ff3/f3fd0cab/DARPA-Astra-Prometheus-ARCE_4.jpg']
Prometheus  2;CubeSat;1.5U;?;?;?;?;?;USSOCOM  (US  Special  Operations  Command);Military;Government  (Civil  /  Military);US;AIVT  by  Los  Alamos  National  Laboratory  (LANL);?;?;?;Demonstrate  improved  CubeSat  platform.;?;?;['https://dl.airtable.com/.attachments/5e9314894f5a36fcde364fd9f4f98709/71fa77b7/Prometheus-2.png',  'https://dl.airtable.com/cv5jjWA8Q4anxWBkX9LG_Prometheus_Auto9.jpeg',  'https://dl.airtable.com/.attachments/5b84de7acaea784d1d9471d0e2be09ef/6b57c03e/DARPA-Astra-Prometheus-ARCE_3.jpg',  'https://dl.airtable.com/.attachments/6f1dfcd453b44e4fb6b0dc84fcf26ddb/69170307/DARPA-Astra-Prometheus-ARCE_2.jpg',  'https://dl.airtable.com/.attachments/a2b98745119c84ae061de4fb63e76569/379609c6/DARPA-Astra-Prometheus-ARCE_1.jpg',  'https://dl.airtable.com/.attachments/1eb4c42be489a14ce097943ee6914ff3/f3fd0cab/DARPA-Astra-Prometheus-ARCE_4.jpg']
PSAT2  (PSAT-2,  ParkinsonSat-2);CubeSat;1.5U;Operational  (Public  website  last  visited  on  2019-09-24);2019-06-25;44354;P-POD  (Poly-Picosatellite  Orbital  Deployer);Falcon  Heavy;US  Naval  Academy  Satellite  Lab;University;Academic  /  Education;US;?;?;?;?;Amateur  radio  payload  for  APRS  communication.;?;?;['https://dl.airtable.com/.attachments/88ad875b03975bf8dd9a2d010721105a/77e258be/PSAT2_2.png',  'https://dl.airtable.com/.attachments/e543565c8a0bd96effa27bc63ee6093d/8942d62b/PSAT2.jpg']
Stangsat;CubeSat;1U;Was  operational  until  2019-06-25,  1  hour,  only  during  launch  as  planned?  (Results  or  confirmation  not  found);2019-06-25;44361?;P-POD  (Poly-Picosatellite  Orbital  Deployer);Falcon  Heavy;Merritt  Island  High  School;School;Academic  /  Education;US;?;?;?;?;Primary  mission  is  to  measure  shock  and  vibration  data  during  launch.;Was  planned  to  be  operational  only  during  launch.;?;['https://dl.airtable.com/.attachments/dcf1e190206adb7fbd03f520181affd1/e3340878/Stangsat.jpg',  'https://dl.airtable.com/.attachments/61dc662537d740b57a5bb8d29de7b302/b5d98615/CP9-StangSat2.jpg',  'https://dl.airtable.com/.attachments/4c8a9f3f5f8c5e43eeb1c131db90b3ac/c0454a72/CP9-StangSat.jpg']
TEPCE;CubeSat;1.5U;?;?;?;?;?;US  Naval  Research  Laboratory;Military;Government  (Civil  /  Military);US;?;?;?;?;Joined  by  a  1  km  tether  to  test  electrodynamic  tether  propulsion. 
                                        ;?;Tether,  Propulsion;['https://dl.airtable.com/.attachments/0ef784fa28457a17dccdc5d3bafcf64d/d5d930a1/TEPCE.png']
TEPCE;CubeSat;1.5U;?;?;?;?;?;US  Naval  Research  Laboratory;Military;Government  (Civil  /  Military);US;?;?;?;?;Joined  by  a  1  km  tether  to  test  electrodynamic  tether  propulsion. 
                                        ;?;Tether,  Propulsion;['https://dl.airtable.com/.attachments/0ef784fa28457a17dccdc5d3bafcf64d/d5d930a1/TEPCE.png']
ACRUX-1;CubeSat;1U;Semi-operational?  Rarely  beacon  packets  with  the  last  one  on  2020-02-02  as  checked  on  2020-04-04.;2019-06-29;44368;Maxwell  [Rocket  Lab];Electron;Melbourne  Space  Program;Company;Academic  /  Education;Australia;?;?;Spaceflight;?;Educational  training  and  demonstrate  CubeSat  platform  technologies.;Rare  packets,  but  no  uplink  established  and  negative  power  balance.  Initially  sent  beacon  until  battery  ran  empty.;?;['https://dl.airtable.com/.attachments/8b713080a33ec31791ae49d539734323/8086f556/ACRUX-1_2.png',  'https://dl.airtable.com/NTOGmAf1QQWRMHD0RM8R_ACRUX1.jpg',  'https://dl.airtable.com/.attachments/e37429be05c36b953db364185924aa8f/5d4942e8/ACRUX-1_3.jpg',  'https://dl.airtable.com/.attachments/1f3122d0d2caabec0b9fa091f878030e/d492e9a2/ACRUX-1.png']
Painani-1;CubeSat;3U;Operational  (SatNOGS  reports  with  data  last  checked  on  2020-04-04);2019-06-29;44369;Maxwell  [Rocket  Lab],?;Electron;Mexico  Secretariat  of  National  Defense  (SEDENA);Military;Government  (Civil  /  Military);Mexico;AIVT  by  University  of  the  Mexican  Army  and  Air  Force;?;?;?;Carry  a  low  resolution  camera  and  proposes  an  S  Band  downlink  using  frequency  hopping  technology  for  the  images. 
                                        ;?;?;['https://dl.airtable.com/.attachments/6f56b63e5ac5ea4a55712ad6434c91b2/b8101462/PAINANI-1.png']
Prometheus  2;CubeSat;1.5U;?;?;?;?;?;USSOCOM  (US  Special  Operations  Command);Military;Government  (Civil  /  Military);US;AIVT  by  Los  Alamos  National  Laboratory  (LANL);?;?;?;Demonstrate  improved  CubeSat  platform.;?;?;['https://dl.airtable.com/.attachments/5e9314894f5a36fcde364fd9f4f98709/71fa77b7/Prometheus-2.png',  'https://dl.airtable.com/cv5jjWA8Q4anxWBkX9LG_Prometheus_Auto9.jpeg',  'https://dl.airtable.com/.attachments/5b84de7acaea784d1d9471d0e2be09ef/6b57c03e/DARPA-Astra-Prometheus-ARCE_3.jpg',  'https://dl.airtable.com/.attachments/6f1dfcd453b44e4fb6b0dc84fcf26ddb/69170307/DARPA-Astra-Prometheus-ARCE_2.jpg',  'https://dl.airtable.com/.attachments/a2b98745119c84ae061de4fb63e76569/379609c6/DARPA-Astra-Prometheus-ARCE_1.jpg',  'https://dl.airtable.com/.attachments/1eb4c42be489a14ce097943ee6914ff3/f3fd0cab/DARPA-Astra-Prometheus-ARCE_4.jpg']
Prometheus  2;CubeSat;1.5U;?;?;?;?;?;USSOCOM  (US  Special  Operations  Command);Military;Government  (Civil  /  Military);US;AIVT  by  Los  Alamos  National  Laboratory  (LANL);?;?;?;Demonstrate  improved  CubeSat  platform.;?;?;['https://dl.airtable.com/.attachments/5e9314894f5a36fcde364fd9f4f98709/71fa77b7/Prometheus-2.png',  'https://dl.airtable.com/cv5jjWA8Q4anxWBkX9LG_Prometheus_Auto9.jpeg',  'https://dl.airtable.com/.attachments/5b84de7acaea784d1d9471d0e2be09ef/6b57c03e/DARPA-Astra-Prometheus-ARCE_3.jpg',  'https://dl.airtable.com/.attachments/6f1dfcd453b44e4fb6b0dc84fcf26ddb/69170307/DARPA-Astra-Prometheus-ARCE_2.jpg',  'https://dl.airtable.com/.attachments/a2b98745119c84ae061de4fb63e76569/379609c6/DARPA-Astra-Prometheus-ARCE_1.jpg',  'https://dl.airtable.com/.attachments/1eb4c42be489a14ce097943ee6914ff3/f3fd0cab/DARPA-Astra-Prometheus-ARCE_4.jpg']
SpaceBEE  1U;CubeSat;1U;?;?;?;?;?;Swarm  Technologies;Company;Commercial;US;?;?;?;?;World’s  smallest  two-way  communications  satellites  for  IoT.;?;?;['https://dl.airtable.com/oRQo9J3zRiclKDMEKwgl_Swarm-Technologies-1U.jpg',  'https://dl.airtable.com/.attachments/4fe85c488fa0a1bcefffbd0fc8b886cc/859e4088/SpaceBEE-1U_2.jpg',  'https://dl.airtable.com/.attachments/8ffc08ec24ee6538055b7e2e204b2779/2fd992ab/SpaceBEE-1U.jpg']
SpaceBEE  1U;CubeSat;1U;?;?;?;?;?;Swarm  Technologies;Company;Commercial;US;?;?;?;?;World’s  smallest  two-way  communications  satellites  for  IoT.;?;?;['https://dl.airtable.com/oRQo9J3zRiclKDMEKwgl_Swarm-Technologies-1U.jpg',  'https://dl.airtable.com/.attachments/4fe85c488fa0a1bcefffbd0fc8b886cc/859e4088/SpaceBEE-1U_2.jpg',  'https://dl.airtable.com/.attachments/8ffc08ec24ee6538055b7e2e204b2779/2fd992ab/SpaceBEE-1U.jpg']
AmGU-1  (AmurSat);CubeSat;3U;Operational  (SatNOGS  has  no  data  as  of  2019-09-26,  but  radio  amateurs  have  reports  on  Twitter  and  presentation  at  European  CubeSat  Symposium  2019);2019-07-05;44394;EXOpod  12U/16U  [Exolaunch  ECM];Sojuz;Amur  State  University;University;Academic  /  Education;Russia;AIVT  by  German  Orbital  Systems;?;?;?;Foton-Amur  instrument  consisting  of  charged  particle  and  gamma  ray  detectors  to  study  space  weather  phenomena. 
                                        ;?;?;['https://dl.airtable.com/.attachments/69440f6c407c7e293f207639fa3d5c78/7bda1584/AmGU_VDNH_Sokrat_2.jpg',  'https://dl.airtable.com/.attachments/f5c339702a53063a951db526dbff586b/6b31184a/AmGU_VDNH_Sokrat_3.png',  'https://dl.airtable.com/.attachments/e39c70b80be87249e04d25424a036bc7/59317e0f/AmGU_VDNH_Sokrat.jpg']
BEESAT-9  (TUBSAT-17);CubeSat;1U;Operational  (Official  social  media,  but  last  post  on  2019-08-05  last  checked  on  2019-12-31);2019-07-05;44412;EXOpod  12U/16U  [Exolaunch  ECM];Sojuz;Berlin  Technical  University;University;Academic  /  Education;Germany;?;?;?;?;Educational  training  and  demonstrate  CubeSat  platform  technologies  plus  camera.;?;?;['https://dl.airtable.com/.attachments/657ecb885df538650733a8e3bcffaef5/8ea61947/BEESAT-4_FM_2.png',  'https://dl.airtable.com/.attachments/62e992bb4067fb54b4d6a9bfae7c5f34/0e5301bc/BEESAT-9_Space.jpg']
BEESAT  10-13;CubeSat;0.25U;?;?;?;?;?;Berlin  Technical  University;University;Academic  /  Education;Germany;?;?;?;?;Pi­co­satel­lite  swarm  mis­sion  of  0.25U  CubeSats.;?;?;['https://dl.airtable.com/LDVa9iL0SjqTe1CsMNA2_BEESAT-5_edfea177b5.png']
BEESAT  10-13;CubeSat;0.25U;?;?;?;?;?;Berlin  Technical  University;University;Academic  /  Education;Germany;?;?;?;?;Pi­co­satel­lite  swarm  mis­sion  of  0.25U  CubeSats.;?;?;['https://dl.airtable.com/LDVa9iL0SjqTe1CsMNA2_BEESAT-5_edfea177b5.png']
BEESAT  10-13;CubeSat;0.25U;?;?;?;?;?;Berlin  Technical  University;University;Academic  /  Education;Germany;?;?;?;?;Pi­co­satel­lite  swarm  mis­sion  of  0.25U  CubeSats.;?;?;['https://dl.airtable.com/LDVa9iL0SjqTe1CsMNA2_BEESAT-5_edfea177b5.png']
BEESAT  10-13;CubeSat;0.25U;?;?;?;?;?;Berlin  Technical  University;University;Academic  /  Education;Germany;?;?;?;?;Pi­co­satel­lite  swarm  mis­sion  of  0.25U  CubeSats.;?;?;['https://dl.airtable.com/LDVa9iL0SjqTe1CsMNA2_BEESAT-5_edfea177b5.png']
D-Star  One;CubeSat;3U;?;?;?;?;?;German  Orbital  Systems;Company;Commercial;Germany;AIVT  by  German  Orbital  Systems;German  Orbital  Systems;?;?;Demonstrate  CubeSat  platform  technologies  and  ADS-B  receiver.;?;ADS-B;['https://dl.airtable.com/.attachments/3d7aa5852afbf1b5acff19f8c53bc514/62202474/D-Star-One_3.jpg',  'https://dl.airtable.com/.attachments/dc47662e0d5c8838ac68acbe256a756d/720bb929/D-Star-One_4.jpg',  'https://dl.airtable.com/pdxIYBj0QUGXF3Q8sw9R_D-Star-One-small-satellite_1.jpg',  'https://dl.airtable.com/.attachments/b3c5d6a75c8ee94a58f4e956cb517f68/347c7e34/D-Star-One_5.jpg']
D-Star  One;CubeSat;3U;?;?;?;?;?;German  Orbital  Systems;Company;Commercial;Germany;AIVT  by  German  Orbital  Systems;German  Orbital  Systems;?;?;Demonstrate  CubeSat  platform  technologies  and  ADS-B  receiver.;?;ADS-B;['https://dl.airtable.com/.attachments/3d7aa5852afbf1b5acff19f8c53bc514/62202474/D-Star-One_3.jpg',  'https://dl.airtable.com/.attachments/dc47662e0d5c8838ac68acbe256a756d/720bb929/D-Star-One_4.jpg',  'https://dl.airtable.com/pdxIYBj0QUGXF3Q8sw9R_D-Star-One-small-satellite_1.jpg',  'https://dl.airtable.com/.attachments/b3c5d6a75c8ee94a58f4e956cb517f68/347c7e34/D-Star-One_5.jpg']
El  Camino  Real  (Momentus  X1);CubeSat;16U;Operational  (Public  news  on  2019-09-25);2019-07-05;44408;EXOpod  12U/16U  [Exolaunch  ECM];Sojuz;Momentus  Space;Company;Commercial;US;AIVT  by  Astro  Digital;?;?;?;Demonstration  of  water  based  microwave  electrothermal  propulsion.;?;Propulsion;['https://dl.airtable.com/.attachments/5e1e4015b8db5fd7e591ebe8be95b226/39e7cbc3/el-camino-real_2.jpeg',  'https://dl.airtable.com/.attachments/deb438707dfd6beddadf873e12c27388/a6aea942/el-camino-real_3.jpeg',  'https://dl.airtable.com/.attachments/28359ef700cff375bde955900a8bc68f/ea2e380d/el-camino-real.jpeg']
JAISAT-1;CubeSat;3U;Operational?  (Radio  amateur  reports  on  social  media,  but  transponder  has  not  been  enabled);2019-07-05;44419;EXOpod  12U/16U  [Exolaunch  ECM];Sojuz;RAST  (Radio  Amateur  Society  of  Thailand);Non-profit;Academic  /  Education;Thailand;AIVT  by  German  Orbital  Systems;German  Orbital  Systems;?;?;Linear  transponder  for  SSB/CW  communications,  APRS,  a  packet  bulletin  board  system  (PBBS)  and  a  HD  camera  for  imaging. 
                                        ;?;?;['https://dl.airtable.com/.attachments/4741d0a418cd4b8e9cf293735e818ff6/ff4c7df1/JAISAT-1.jpg',  'https://dl.airtable.com/9KPWLQhuRIyatLmFzPZv_JAISAT-1.webp']
