Name;Type;Units  or  mass;Status;Launched;NORAD  ID;Deployer;Launcher;Organisation;Institution;Entity;Nation;Manufacturer;Operator;Launch  brokerer;Costs;Oneliner;Failure  cause;Keywords;Images
SROC  (Space  Rider  Observer  Cube);CubeSat;6U;not  launched,  expected  in  2023;?;?;?;?;Politecnico  di  Torino;University;Academic  /  Education;Italy;?;?;?;?;Perform  in-situ  observations  of  Space  Rider  (SR).;?;?;['https://dl.airtable.com/.attachments/00d9eaf7a43d1d71dc0aadac1600cd51/0cb48954/SROC.png']
AEPEX  (Atmospheric  Effects  of  Precipitation  through  Energetic  X-rays);CubeSat;6U;not  launched,  expected  in  2024;?;?;?;?;University  of  Colorado  at  Boulder;University;Academic  /  Education;US;?;?;?;?;Investigate  electrons  that  fall  into  Earth’s  atmosphere  from  the  Van  Allen  radiation  belts.;?;?;['https://dl.airtable.com/.attachments/5daf727bd630ae148dcd0cf222954150/14aac1ee/AEPEX.png']
Juventas;CubeSat;6U;not  launched,  expected  in  2024;?;?;?;?;ESA  (European  Space  Agency);Space  agency;Government  (Civil  /  Military);France;AIVT  by  GomSpace;?;?;$13  million  to  deliver  spacecraft  and  payloads.Single  platform:  $7.2M  for  GomSpace;Carry  a  low-frequency  radar  for  subsurface  sounding  as  well  as  a  gravimeter  to  measure  both  asteroids'  gravity  fields.;?;Beyond  Earth  orbit,  Propulsion,  Asteroid  prospecting,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/f12252a0eeec3e71fb5802126f812ab9/ed067648/Juventas_2.jpg',  'https://dl.airtable.com/.attachments/6ee4fc1ef39766a45e3c7b0b72bce93f/c41eb2ab/Juventas_3.jpg',  'https://dl.airtable.com/.attachments/bfac601cfb9e2f8bc5e4f8b94adf9905/ed6347ae/Juventas.jpg',  'https://dl.airtable.com/.attachments/ce301397404fae6a6ea28fed6ab9eab4/ed372efe/Juventas_2.png',  'https://dl.airtable.com/.attachments/4223da8b76fe9cd15a8e81a221562594/46ba718a/Juventas_4.jpg']
Nice3  (The  Nice  Cube,  Nicecube);CubeSat;1U;not  launched,  expected  in  2024;?;?;?;?;Universite  C´  ote  d’Azur;University;Academic  /  Education;France;?;?;?;?;Demonstrate  laser  transmitter  and  optical  link  to  ground  in  a  1U  CubeSat.;?;Laser  transmitter;['https://dl.airtable.com/.attachments/fc67d80eba5b00454af594b64ad1f1c7/9e0dc7dc/Nice3.png']
OSC  (Optics  Space  Craft,  Virtual  Telescope  for  X-Ray  Observations,  VTXO)  ;CubeSat;6U;not  launched,  expected  in  2024;?;?;?;?;New  Mexico  State  University;University;Academic  /  Education;US;?;?;?;?;Part  of  VTXO  project  with  100  kg  satellite  and  carries  X-Ray  optics.;?;GTO  or  GEO  orbit,  Formation  flying,  Propulsion,  ;['https://dl.airtable.com/.attachments/83c07edc397832e5dc8cb5ebe918e356/c836a7f0/OSC_2.png',  'https://dl.airtable.com/.attachments/b88dc62207fcae3215f611ae37015b15/e5f192c0/OSC_3.png',  'https://dl.airtable.com/.attachments/4d02263c58ccfa1dad62bc699b8a2dd6/e1b859b6/OSC.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
CloudCT;CubeSat;3U;?;?;?;?;?;Technion  -  Israel  Institute  of  Technology;University;Academic  /  Education;Israel;?;?;?;?;Reveal  detailed  images  of  clouds  structures  and  properties  by  using  technologies  from  medical  CT.;?;?;['https://dl.airtable.com/.attachments/b15046e838e4055021ff7f5816f25510/8caacdac/CloudCT.png']
SMOG-1;PocketQube;PocketQube  1p;not  launched,  expected  in  2025;?;?;?;?;Budapest  University  of  Technology  and  Economics;University;Academic  /  Education;Hungary;?;?;?;?;It's  mission  is  to  measure  the  RF  spectrum  (430-830MHz)  in  the  Low  Earth  Orbit. 
                                        ;?;?;['https://dl.airtable.com/.attachments/ee3ce64fc50e788d92e0b51bf07a9d44/6f0d2c55/SMOG-1_2.jpg',  'https://dl.airtable.com/.attachments/e5c2f7074dad92ff52f37ea2ecdaaecd/ebfdbe4f/SMOG-1.jpg']
SULIS;CubeSat;12U;?;?;?;?;?;Northumbria  University;University;Academic  /  Education;UK;AIVT  by  ?;?;?;$105  million  for  the  whole  consortium;Place  three  pairs  of  formation-flying  coronagraphs  within  CubeSats  in  1AU  orbits  around  the  Sun  for  Sun  magnetic  field  observations.;?;Beyond  Earth  orbit,  Formation  flying,  Laser  transmitter,  Propulsion;['https://dl.airtable.com/.attachments/68135ad55d9098224d365ebf7b28cdd4/ecaa3748/SULIS_3.png',  'https://dl.airtable.com/.attachments/04616e2b6cc319267c1154409a5f4650/7e016c05/SULIS_2.png',  'https://dl.airtable.com/.attachments/68cd8c2fdd7be96cac82ec662e72e148/a9b9a285/SULIS_6.png',  'https://dl.airtable.com/.attachments/dd21e5ec84141da57fe3b1981c627769/e0a514ab/SULIS_5.png',  'https://dl.airtable.com/.attachments/7809a537a9f8de3e1b0a5e57df71da5e/aaa55540/SULIS_7.png',  'https://dl.airtable.com/.attachments/ef45e704d3ac3d8d477f21d4852711b8/13958f90/SULIS_10.png',  'https://dl.airtable.com/.attachments/c3f35f578b2fca0478c4a1e8692a8e37/381998ad/SULIS_9.png',  'https://dl.airtable.com/.attachments/92c0bf39168a1081d076c0ad9abca657/ab706453/SULIS_4.png',  'https://dl.airtable.com/.attachments/9bf82ee5b81eb382ce4c4d03a0fae15f/521b429e/SULIS_8.png',  'https://dl.airtable.com/.attachments/363481e6158290dda4c21308372544ac/09f35d50/SULIS_1.png']
SULIS;CubeSat;12U;?;?;?;?;?;Northumbria  University;University;Academic  /  Education;UK;AIVT  by  ?;?;?;$105  million  for  the  whole  consortium;Place  three  pairs  of  formation-flying  coronagraphs  within  CubeSats  in  1AU  orbits  around  the  Sun  for  Sun  magnetic  field  observations.;?;Beyond  Earth  orbit,  Formation  flying,  Laser  transmitter,  Propulsion;['https://dl.airtable.com/.attachments/68135ad55d9098224d365ebf7b28cdd4/ecaa3748/SULIS_3.png',  'https://dl.airtable.com/.attachments/04616e2b6cc319267c1154409a5f4650/7e016c05/SULIS_2.png',  'https://dl.airtable.com/.attachments/68cd8c2fdd7be96cac82ec662e72e148/a9b9a285/SULIS_6.png',  'https://dl.airtable.com/.attachments/dd21e5ec84141da57fe3b1981c627769/e0a514ab/SULIS_5.png',  'https://dl.airtable.com/.attachments/7809a537a9f8de3e1b0a5e57df71da5e/aaa55540/SULIS_7.png',  'https://dl.airtable.com/.attachments/ef45e704d3ac3d8d477f21d4852711b8/13958f90/SULIS_10.png',  'https://dl.airtable.com/.attachments/c3f35f578b2fca0478c4a1e8692a8e37/381998ad/SULIS_9.png',  'https://dl.airtable.com/.attachments/92c0bf39168a1081d076c0ad9abca657/ab706453/SULIS_4.png',  'https://dl.airtable.com/.attachments/9bf82ee5b81eb382ce4c4d03a0fae15f/521b429e/SULIS_8.png',  'https://dl.airtable.com/.attachments/363481e6158290dda4c21308372544ac/09f35d50/SULIS_1.png']
SULIS;CubeSat;12U;?;?;?;?;?;Northumbria  University;University;Academic  /  Education;UK;AIVT  by  ?;?;?;$105  million  for  the  whole  consortium;Place  three  pairs  of  formation-flying  coronagraphs  within  CubeSats  in  1AU  orbits  around  the  Sun  for  Sun  magnetic  field  observations.;?;Beyond  Earth  orbit,  Formation  flying,  Laser  transmitter,  Propulsion;['https://dl.airtable.com/.attachments/68135ad55d9098224d365ebf7b28cdd4/ecaa3748/SULIS_3.png',  'https://dl.airtable.com/.attachments/04616e2b6cc319267c1154409a5f4650/7e016c05/SULIS_2.png',  'https://dl.airtable.com/.attachments/68cd8c2fdd7be96cac82ec662e72e148/a9b9a285/SULIS_6.png',  'https://dl.airtable.com/.attachments/dd21e5ec84141da57fe3b1981c627769/e0a514ab/SULIS_5.png',  'https://dl.airtable.com/.attachments/7809a537a9f8de3e1b0a5e57df71da5e/aaa55540/SULIS_7.png',  'https://dl.airtable.com/.attachments/ef45e704d3ac3d8d477f21d4852711b8/13958f90/SULIS_10.png',  'https://dl.airtable.com/.attachments/c3f35f578b2fca0478c4a1e8692a8e37/381998ad/SULIS_9.png',  'https://dl.airtable.com/.attachments/92c0bf39168a1081d076c0ad9abca657/ab706453/SULIS_4.png',  'https://dl.airtable.com/.attachments/9bf82ee5b81eb382ce4c4d03a0fae15f/521b429e/SULIS_8.png',  'https://dl.airtable.com/.attachments/363481e6158290dda4c21308372544ac/09f35d50/SULIS_1.png']
SULIS;CubeSat;12U;?;?;?;?;?;Northumbria  University;University;Academic  /  Education;UK;AIVT  by  ?;?;?;$105  million  for  the  whole  consortium;Place  three  pairs  of  formation-flying  coronagraphs  within  CubeSats  in  1AU  orbits  around  the  Sun  for  Sun  magnetic  field  observations.;?;Beyond  Earth  orbit,  Formation  flying,  Laser  transmitter,  Propulsion;['https://dl.airtable.com/.attachments/68135ad55d9098224d365ebf7b28cdd4/ecaa3748/SULIS_3.png',  'https://dl.airtable.com/.attachments/04616e2b6cc319267c1154409a5f4650/7e016c05/SULIS_2.png',  'https://dl.airtable.com/.attachments/68cd8c2fdd7be96cac82ec662e72e148/a9b9a285/SULIS_6.png',  'https://dl.airtable.com/.attachments/dd21e5ec84141da57fe3b1981c627769/e0a514ab/SULIS_5.png',  'https://dl.airtable.com/.attachments/7809a537a9f8de3e1b0a5e57df71da5e/aaa55540/SULIS_7.png',  'https://dl.airtable.com/.attachments/ef45e704d3ac3d8d477f21d4852711b8/13958f90/SULIS_10.png',  'https://dl.airtable.com/.attachments/c3f35f578b2fca0478c4a1e8692a8e37/381998ad/SULIS_9.png',  'https://dl.airtable.com/.attachments/92c0bf39168a1081d076c0ad9abca657/ab706453/SULIS_4.png',  'https://dl.airtable.com/.attachments/9bf82ee5b81eb382ce4c4d03a0fae15f/521b429e/SULIS_8.png',  'https://dl.airtable.com/.attachments/363481e6158290dda4c21308372544ac/09f35d50/SULIS_1.png']
SULIS;CubeSat;12U;?;?;?;?;?;Northumbria  University;University;Academic  /  Education;UK;AIVT  by  ?;?;?;$105  million  for  the  whole  consortium;Place  three  pairs  of  formation-flying  coronagraphs  within  CubeSats  in  1AU  orbits  around  the  Sun  for  Sun  magnetic  field  observations.;?;Beyond  Earth  orbit,  Formation  flying,  Laser  transmitter,  Propulsion;['https://dl.airtable.com/.attachments/68135ad55d9098224d365ebf7b28cdd4/ecaa3748/SULIS_3.png',  'https://dl.airtable.com/.attachments/04616e2b6cc319267c1154409a5f4650/7e016c05/SULIS_2.png',  'https://dl.airtable.com/.attachments/68cd8c2fdd7be96cac82ec662e72e148/a9b9a285/SULIS_6.png',  'https://dl.airtable.com/.attachments/dd21e5ec84141da57fe3b1981c627769/e0a514ab/SULIS_5.png',  'https://dl.airtable.com/.attachments/7809a537a9f8de3e1b0a5e57df71da5e/aaa55540/SULIS_7.png',  'https://dl.airtable.com/.attachments/ef45e704d3ac3d8d477f21d4852711b8/13958f90/SULIS_10.png',  'https://dl.airtable.com/.attachments/c3f35f578b2fca0478c4a1e8692a8e37/381998ad/SULIS_9.png',  'https://dl.airtable.com/.attachments/92c0bf39168a1081d076c0ad9abca657/ab706453/SULIS_4.png',  'https://dl.airtable.com/.attachments/9bf82ee5b81eb382ce4c4d03a0fae15f/521b429e/SULIS_8.png',  'https://dl.airtable.com/.attachments/363481e6158290dda4c21308372544ac/09f35d50/SULIS_1.png']
SULIS;CubeSat;12U;?;?;?;?;?;Northumbria  University;University;Academic  /  Education;UK;AIVT  by  ?;?;?;$105  million  for  the  whole  consortium;Place  three  pairs  of  formation-flying  coronagraphs  within  CubeSats  in  1AU  orbits  around  the  Sun  for  Sun  magnetic  field  observations.;?;Beyond  Earth  orbit,  Formation  flying,  Laser  transmitter,  Propulsion;['https://dl.airtable.com/.attachments/68135ad55d9098224d365ebf7b28cdd4/ecaa3748/SULIS_3.png',  'https://dl.airtable.com/.attachments/04616e2b6cc319267c1154409a5f4650/7e016c05/SULIS_2.png',  'https://dl.airtable.com/.attachments/68cd8c2fdd7be96cac82ec662e72e148/a9b9a285/SULIS_6.png',  'https://dl.airtable.com/.attachments/dd21e5ec84141da57fe3b1981c627769/e0a514ab/SULIS_5.png',  'https://dl.airtable.com/.attachments/7809a537a9f8de3e1b0a5e57df71da5e/aaa55540/SULIS_7.png',  'https://dl.airtable.com/.attachments/ef45e704d3ac3d8d477f21d4852711b8/13958f90/SULIS_10.png',  'https://dl.airtable.com/.attachments/c3f35f578b2fca0478c4a1e8692a8e37/381998ad/SULIS_9.png',  'https://dl.airtable.com/.attachments/92c0bf39168a1081d076c0ad9abca657/ab706453/SULIS_4.png',  'https://dl.airtable.com/.attachments/9bf82ee5b81eb382ce4c4d03a0fae15f/521b429e/SULIS_8.png',  'https://dl.airtable.com/.attachments/363481e6158290dda4c21308372544ac/09f35d50/SULIS_1.png']
3-STAR  (3STAR);CubeSat;3U;cancelled;?;?;?;?;Polytechnic  University  of  Turin;University;Academic  /  Education;Italy;?;?;?;?;Radio  communications  and  GNSS-RO  payloads.;?;?;['https://dl.airtable.com/.attachments/ab178bc1d0b3db64f8f5943c3306cf16/b66bea18/3Star.png']
14-BISat;CubeSat;2U;cancelled;?;?;?;?;Instituto  Federal  Fluminense;University;Academic  /  Education;Brazil;?;?;?;?;Part  of  QB50  to  study  lower  termosphere.;?;?;['https://dl.airtable.com/.attachments/1d9fae374168d0dba37fd2e6f2981abe/8f3213cd/14-Bisat.jpg']
Aggiesat-1;CubeSat;1U;cancelled;?;?;?;?;Texas  A&M  University;University;Academic  /  Education;US;?;?;?;?;Demonstrate  CubeSat  platform  including  propulsion  method  and  shape  memory  alloys.;?;Propulsion;[]
Aggiesat-3;CubeSat;1U;cancelled;?;?;?;?;Texas  A&M  University;University;Academic  /  Education;US;?;?;?;?;Demonstrate  close  proximity  navigation  utilizing  a  stereo  vision  system.;?;?;[]
ALCEK;CubeSat;6U;cancelled;?;?;?;?;BOREAS  Space  (Bulgarian  Orbital  REsearch  and  Satellites);Company;Commercial;Bulgaria;?;?;?;?;Lunar  orbiter  tasked  with  conducting  spectroscopic  research  of  the  Moon’s  surface.;?;Propulsion,  Beyond  Earth  orbit,  GTO  or  GEO  orbit;[]
Aleksandr  (Consat-2);CubeSat;3U;cancelled;?;?;?;?;Concordia  University;University;Academic  /  Education;Canada;?;?;?;?;Test  the  self-healing  material  in  space. 
                                        ;?;?;['https://dl.airtable.com/zXgHWpLARoGXQrNZknSo_ConSat-1_engineering_model_node_full_image_2.jpg']
Alpha  (ɑ,  CubeMessenger);CubeSat;1U;cancelled;?;?;?;?;BOREAS  Space  (Bulgarian  Orbital  REsearch  and  Satellites);Company;Commercial;Bulgaria;?;?;?;?;Testbed  for  various  communication  and  power  generation  instruments.;?;?;[]
Antarctic  Broadband  Nanosatellite  Demonstration  Mission;Nanosatellite;6.82  kg;cancelled;?;?;?;?;Australian  Space  Research  Program;Space  agency;Government  (Civil  /  Military);Australia;?;?;?;?;Establish  a  high-quality  communications  service  for  the  international  research  community  in  Antarctica. 
                                        ;?;?;['https://dl.airtable.com/WmxnwrShOXcngfVQN2ew_Antarctic%20Broadband%20Nanosatellite%20Demonstration%20Mission.png']
ANUSAT-2;CubeSat;2U;cancelled;?;?;?;?;Anna  University;University;Academic  /  Education;India;?;?;?;?;Part  of  QB50  to  study  lower  termosphere.;?;?;[]
Aoxiang;Picosatellite;100  g;cancelled;?;?;?;?;Northwestern  Polytechnical  University;University;Academic  /  Education;China;?;?;?;?;Planning  to  investigate  polarisation  patterns. 
                                        ;?;?;[]
AquilaSat;CubeSat;3U;cancelled;?;?;?;?;Special  Concepts;Company;Commercial;Bulgaria;?;?;?;?;Demonstrate  advanced  CubeSat  platform  for  deep  space  missions.;?;?;['https://dl.airtable.com/qE21lJ9YSAaGYzgowyfz_AquilaSat-3-2_ytxx1d%20(1).jpg']
Aramis-C1;CubeSat;1U;cancelled;?;?;?;?;Polytechnical  University  of  Torino;University;Academic  /  Education;Italy;?;?;?;?;Demonstrate  modular  platform  technologies.;?;?;['https://dl.airtable.com/FfVR4wSVqDeFkH7eJqwZ_Aramis-C1.png']
ARAPAIMA  (Application  for  RSO  Autonomous  Proximity  Analysis  and  Imaging);CubeSat;6U;cancelled;?;?;?;?;Embry-Riddle  Aeronautical  University;University;Academic  /  Education;US;?;?;?;?;Conduct  3D,  visual  and  IR  imaging  of  resident  space  objects  for  Space  Situational  Awareness.;?;SSA-Space  Situational  Awareness;['https://dl.airtable.com/Y0kEjDPyRRuN423XmfOb_ARAPAIMA.png']
ArduOrbiter-1;PocketQube;PocketQube  1p;cancelled;?;?;?;?;Reid  Technologies;Non-profit;Academic  /  Education;UK;?;?;?;?;\- 
                                        ;?;?;[]
Arkyd  6;CubeSat;6U;?;?;?;?;?;Planetary  Resources;Company;Commercial;US;?;?;?;?;Test  the  instruments  and  deep  space  technologies  for  asteroid  prospecting  missions.;?;Hyperspectral;['https://dl.airtable.com/.attachments/637ea18fe96cfd96ed67b8519a6e5101/1f4c4b8d/Arkyd-6A_2.png',  'https://dl.airtable.com/.attachments/136b39180a425c24d98ef5fc585c7c46/d028958f/Arkyd-6A.png']
AtmoCube;CubeSat;1U;cancelled;?;?;?;?;University  of  Trieste;University;Academic  /  Education;Italy;?;?;?;?;Measurement  of  the  Radiation  Flux  impinging  on  the  satellite.  Measurement  of  the  Magnetic  Field. 
                                        ;?;?;['https://dl.airtable.com/jCAmxiRQeuv5Y7FaQiAq_atmocube.jpg']
Auriga;CubeSat;16U;cancelled;?;?;?;?;Dauria  Aerospace;Company;Commercial;Russia;?;?;?;?;Earth  surface  imaging  in  5  spectral  bands  with  2.5m  GSD  at  circular  SSO  600  km. 
                                        ;?;?;['https://dl.airtable.com/ZoUHruM1RQWFvA4w5u7H_Auriga.jpg',  'https://dl.airtable.com/.attachments/d802958d364600b94eebad13c9880f9e/142aaa75/Auriga_2.jpg',  'https://dl.airtable.com/.attachments/56e460fdb74582b4e4e1e940597891f0/b8cba5af/Auriga_5.jpg',  'https://dl.airtable.com/.attachments/9fa429246b44d95449a34c7f2b4ad228/a3ca8057/Auriga_3.jpg',  'https://dl.airtable.com/.attachments/673dc87961a06d12ff9e43e43cf61c84/05921d17/Auriga_4.jpg']
